;N�  EXPEDIENTE;FECHA;HORA;CALLE;N�MERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOL�GICO;TIPO VEH�CULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*;Unnamed: 13;Country;City;FixedAddress;FullAddress;latitude;longitude
129;2019S015559;12/03/2019;9:10;CALLE JORGE MANRIQUE - CALLE SERRANO;-;CHAMART�N;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Hombre;1.0;;Spain;Madrid;CALLE JORGE MANRIQUE - CALLE SERRANO;CALLE JORGE MANRIQUE - CALLE SERRANO Madrid Spain;40.44348;-3.68843
130;2019S016418;13/03/2019;19:00;CALL. DOLORES BARRANCO / CALL. NICOLAS SANCHEZ;-;USERA;Otro;Despejado;Bicicleta;Conductor;DE 40 A 44 A�OS;Hombre;7.0;;Spain;Madrid;CALLE DOLORES BARRANCO;CALLE DOLORES BARRANCO Madrid Spain;40.38348;-3.70383
131;2019S016649;14/03/2019;11:55;AVDA. VICTORIA;11;MONCLOA-ARAVACA;Colisi�n fronto-lateral;;Bicicleta;Conductor;DE 45 A 49 A�OS;Hombre;;;Spain;Madrid;AVENIDA VICTORIA;AVENIDA VICTORIA Madrid Spain;40.47312;-3.83167
132;2019S016157;15/03/2019;22:00;CALL. BRAVO MURILLO;305;TETU�N;Colisi�n lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 A�OS;Hombre;2.0;;Spain;Madrid;CALLE BRAVO MURILLO;CALLE BRAVO MURILLO Madrid Spain;40.46279;-3.69711
133;2019S016203;15/03/2019;19:45;AVDA. CIUDAD DE BARCELONA / CALL. SECO;-;RETIRO;Ca�da;Despejado;Bicicleta;Conductor;DE 18 A 20 A�OS;Hombre;2.0;;Spain;Madrid;AVENIDA CIUDAD DE BARCELONA;AVENIDA CIUDAD DE BARCELONA Madrid Spain;40.40468;-3.6819
134;2019S016220;16/03/2019;18:35;CALL. O'DONNELL;52;RETIRO;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 A�OS;Hombre;14.0;;Spain;Madrid;CALLE O'DONNELL;CALLE O'DONNELL Madrid Spain;40.42149;-3.67458
135;2019S016338;16/03/2019;17:30;CALL. ALMAGRO;25;CHAMBER�;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 A�OS;Hombre;7.0;;Spain;Madrid;CALLE ALMAGRO;CALLE ALMAGRO Madrid Spain;40.43012;-3.69307
136;2019S016463;16/03/2019;12:30;AVDA. NICETO ALCALA ZAMORA / CALL. JULIO CASARES;-;HORTALEZA;Alcance;Despejado;Bicicleta;Conductor;DE 55 A 59 A�OS;Hombre;6.0;;Spain;Madrid;AVENIDA NICETO ALCALA ZAMORA;AVENIDA NICETO ALCALA ZAMORA Madrid Spain;40.48739;-3.64568
137;2019S017986;16/03/2019;1:20;CALL. LUIS DE GONGORA / CALL. GRAVINA;-;CENTRO;Ca�da;Despejado;Bicicleta;Conductor;DE 55 A 59 A�OS;Hombre;7.0;;Spain;Madrid;CALLE LUIS DE GONGORA;CALLE LUIS DE GONGORA Madrid Spain;40.42323;-3.69665
138;2019S016402;17/03/2019;20:40;PASEO. LA HABANA;39;CHAMART�N;Ca�da;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Mujer;6.0;;Spain;Madrid;PASEO LA HABANA;PASEO LA HABANA Madrid Spain;40.44858;-3.68951
139;2019S018901;17/03/2019;12:00;AVDA. MANZANARES;196;USERA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 55 A 59 A�OS;Hombre;7.0;;Spain;Madrid;AVENIDA MANZANARES;AVENIDA MANZANARES Madrid Spain;40.39219;-3.70152
140;2019S018901;17/03/2019;12:00;AVDA. MANZANARES;196;USERA;Atropello a persona;Despejado;Bicicleta;Peat�n;DE 6 A 9 A�OS;Hombre;7.0;;Spain;Madrid;AVENIDA MANZANARES;AVENIDA MANZANARES Madrid Spain;40.39219;-3.70152
141;2019S017808;17/03/2019;11:50;PQUE. MADRID RIO, +00700E;-;USERA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 55 A 59 A�OS;Hombre;7.0;;Spain;Madrid;PARQUE MADRID RIO, +00700E;PARQUE MADRID RIO, +00700E Madrid Spain;40.42028045654297;-3.7057700157165527
142;2019S017808;17/03/2019;11:50;PQUE. MADRID RIO, +00700E;-;USERA;Atropello a persona;Despejado;Bicicleta;Peat�n;DE 6 A 9 A�OS;Hombre;7.0;;Spain;Madrid;PARQUE MADRID RIO, +00700E;PARQUE MADRID RIO, +00700E Madrid Spain;40.42028045654297;-3.7057700157165527
143;2019S016322;17/03/2019;10:05;CALL. SUECIA / AVDA. CANILLEJAS A VICALVARO;-;SAN BLAS-CANILLEJAS;Ca�da;Despejado;Bicicleta;Conductor;DE 15 A 17 A�OS;Hombre;7.0;;Spain;Madrid;CALLE SUECIA;CALLE SUECIA Madrid Spain;40.42525;-3.60414
144;2019S016482;18/03/2019;14:25;CALL. SAN BERNARDO;43;CENTRO;Colisi�n lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Hombre;7.0;;Spain;Madrid;CALLE SAN BERNARDO;CALLE SAN BERNARDO Madrid Spain;40.42556;-3.70731
145;2019S016359;18/03/2019;0:00;CUSTA. SAN VICENTE / CALL. BAILEN;-;CENTRO;Ca�da;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Hombre;3.0;;Spain;Madrid;CUESTA SAN VICENTE;CUESTA SAN VICENTE Madrid Spain;40.42028045654297;-3.7057700157165527
146;2019S017168;19/03/2019;8:15;PLAZA. LEALTAD / PASEO. PRADO;-;FUENCARRAL-EL PARDO;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 A�OS;Hombre;7.0;;Spain;Madrid;PLAZA LEALTAD;PLAZA LEALTAD Madrid Spain;40.41643;-3.69205
147;2019S016675;20/03/2019;18:15;CALL. SANTA CRUZ DE RETAMAR / AVDA. MIGUEL HERNANDEZ;-;PUENTE DE VALLECAS;Ca�da;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Mujer;7.0;;Spain;Madrid;CALLE SANTA CRUZ DE RETAMAR;CALLE SANTA CRUZ DE RETAMAR Madrid Spain;40.38207;-3.64585
148;2019S017217;20/03/2019;16:30;CALLE ALACALA - PASEO DEL PRADO;-;CENTRO;Ca�da;Despejado;Bicicleta;Conductor;DE 30 A 34 A�OS;Mujer;7.0;;Spain;Madrid;CALLE ALACALA - PASEO DEL PRADO;CALLE ALACALA - PASEO DEL PRADO Madrid Spain;40.41429;-3.69406
149;2019S016679;20/03/2019;15:32;AVDA. ENSANCHE DE VALLECAS / AVDA. LA GAVIA;-;VILLA DE VALLECAS;Otro;Despejado;Bicicleta;Conductor;DE 45 A 49 A�OS;Hombre;7.0;;Spain;Madrid;AVENIDA ENSANCHE DE VALLECAS;AVENIDA ENSANCHE DE VALLECAS Madrid Spain;40.36327;-3.59877
150;2019S016549;20/03/2019;10:30;PASEO. ERMITA DEL SANTO / GTA. PUENTE DE SEGOVIA;-;CHAMART�N;Atropello a persona;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Hombre;14.0;;Spain;Madrid;PASEO ERMITA DEL SANTO;PASEO ERMITA DEL SANTO Madrid Spain;40.40804;-3.72402
151;2019S016549;20/03/2019;10:30;PASEO. ERMITA DEL SANTO / GTA. PUENTE DE SEGOVIA;-;CHAMART�N;Atropello a persona;Despejado;Bicicleta;Peat�n;MAYOR DE 74 A�OS;Mujer;7.0;;Spain;Madrid;PASEO ERMITA DEL SANTO;PASEO ERMITA DEL SANTO Madrid Spain;40.40804;-3.72402
152;2019S017107;22/03/2019;16:30;CALL. JOSE SILVA;2;CIUDAD LINEAL;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Hombre;14.0;;Spain;Madrid;CALLE JOSE SILVA;CALLE JOSE SILVA Madrid Spain;40.45497;-3.65818
153;2019S016753;22/03/2019;14:20;CALL. HULLA / AVDA. LOS ROSALES;-;VILLAVERDE;Ca�da;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Hombre;3.0;;Spain;Madrid;CALLE HULLA;CALLE HULLA Madrid Spain;40.3405;-3.67214
154;2019S016752;22/03/2019;14:15;CALL. ATOCHA;109;CENTRO;Atropello a persona;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Mujer;14.0;;Spain;Madrid;CALLE ATOCHA;CALLE ATOCHA Madrid Spain;40.41065;-3.69571
155;2019S016752;22/03/2019;14:15;CALL. ATOCHA;109;CENTRO;Atropello a persona;Despejado;Bicicleta;Peat�n;DE 65 A 69 A�OS;Mujer;2.0;;Spain;Madrid;CALLE ATOCHA;CALLE ATOCHA Madrid Spain;40.41065;-3.69571
156;2019S016975;22/03/2019;14:10;PASEO. LA HABANA / CALL. SANTIAGO BERNABEU;-;CHAMART�N;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 A�OS;Hombre;7.0;;Spain;Madrid;PASEO LA HABANA;PASEO LA HABANA Madrid Spain;40.44858;-3.68951
157;2019S016943;23/03/2019;12:00;GTA. MARQUES DE VADILLO / PNTE. TOLEDO;-;CARABANCHEL;Ca�da;Despejado;Bicicleta;Conductor;DE 45 A 49 A�OS;Hombre;6.0;;Spain;Madrid;GLORIETA MARQUES DE VADILLO;GLORIETA MARQUES DE VADILLO Madrid Spain;40.42028045654297;-3.7057700157165527
158;2019S017125;24/03/2019;21:45;CALL. HORTALEZA;100;CENTRO;Alcance;;Bicicleta;Conductor;DE 25 A 29 A�OS;Hombre;;;Spain;Madrid;CALLE HORTALEZA;CALLE HORTALEZA Madrid Spain;40.42325;-3.69894
159;2019S017125;24/03/2019;21:45;CALL. HORTALEZA;100;CENTRO;Alcance;;Bicicleta;Conductor;DE 25 A 29 A�OS;Mujer;;;Spain;Madrid;CALLE HORTALEZA;CALLE HORTALEZA Madrid Spain;40.42325;-3.69894
160;2019S017287;24/03/2019;12:30;CALL. RETAMA / CALL. ACANTO;-;ARGANZUELA;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Mujer;7.0;;Spain;Madrid;CALLE RETAMA;CALLE RETAMA Madrid Spain;40.39439;-3.67568
161;2019S016996;24/03/2019;2:00;CALL. BRAVO MURILLO;120;TETU�N;Ca�da;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Hombre;14.0;;Spain;Madrid;CALLE BRAVO MURILLO;CALLE BRAVO MURILLO Madrid Spain;40.46279;-3.69711
162;2019S017942;25/03/2019;22:45;CALL. HORTALEZA;18;CENTRO;Atropello a persona;Despejado;Bicicleta;Conductor;DE 21 A 24 A�OS;Hombre;2.0;;Spain;Madrid;CALLE HORTALEZA;CALLE HORTALEZA Madrid Spain;40.42325;-3.69894
163;2019S017942;25/03/2019;22:45;CALL. HORTALEZA;18;CENTRO;Atropello a persona;Despejado;Bicicleta;Peat�n;DE 40 A 44 A�OS;Mujer;2.0;;Spain;Madrid;CALLE HORTALEZA;CALLE HORTALEZA Madrid Spain;40.42325;-3.69894
164;2019S017198;25/03/2019;12:00;CALL. PORTOMARIN;11;FUENCARRAL-EL PARDO;Ca�da;Despejado;Bicicleta;Conductor;DE 15 A 17 A�OS;Hombre;5.0;;Spain;Madrid;CALLE PORTOMARIN;CALLE PORTOMARIN Madrid Spain;40.50908;-3.66437
165;2019S017304;26/03/2019;19:10;CALL. JOAQUIN COSTA, FRENTE N� 6;-;CHAMART�N;Otro;Despejado;Bicicleta;Conductor;DE 45 A 49 A�OS;Hombre;7.0;;Spain;Madrid;CALLE JOAQUIN COSTA, FRENTE N� 6;CALLE JOAQUIN COSTA, FRENTE N� 6 Madrid Spain;40.44592;-3.68839
166;2019S017391;26/03/2019;18:55;CALL. MANCHA;4;PUENTE DE VALLECAS;Colisi�n lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 A�OS;Hombre;7.0;;Spain;Madrid;CALLE MANCHA;CALLE MANCHA Madrid Spain;40.38086;-3.66966
167;2019S017272;26/03/2019;13:20;PLAZA. CIBELES / CALL. ALCALA;-;SALAMANCA;Ca�da;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Hombre;7.0;;Spain;Madrid;PLAZA CIBELES;PLAZA CIBELES Madrid Spain;40.41913;-3.69316
168;2019S017367;27/03/2019;22:25;PLAZA. EMPERADOR CARLOS V / CALL. SANTA ISABEL;-;CENTRO;Ca�da;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Hombre;1.0;;Spain;Madrid;PLAZA EMPERADOR CARLOS V;PLAZA EMPERADOR CARLOS V Madrid Spain;40.40798;-3.6926
169;2019S017434;27/03/2019;13:10;CALL. ARROYO FONTARRON;483;MORATALAZ;Ca�da;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Hombre;7.0;;Spain;Madrid;CALLE ARROYO FONTARRON;CALLE ARROYO FONTARRON Madrid Spain;40.40193;-3.6495
170;2019S017393;28/03/2019;14:45;AVDA. GRAN VIA DE SAN FRANCISCO;4;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 40 A 44 A�OS;Hombre;7.0;;Spain;Madrid;AVENIDA GRAN VIA DE SAN FRANCISCO;AVENIDA GRAN VIA DE SAN FRANCISCO Madrid Spain;40.40854;-3.71301
171;2019S017448;28/03/2019;10:55;CALL. FERNANDEZ DE LOS RIOS;33;CHAMBER�;Ca�da;Despejado;Bicicleta;Conductor;DE 40 A 44 A�OS;Hombre;7.0;;Spain;Madrid;CALLE FERNANDEZ DE LOS RIOS;CALLE FERNANDEZ DE LOS RIOS Madrid Spain;40.43538;-3.71484
172;2019S017589;29/03/2019;20:50;AVDA. RAFAELA YBARRA;73;USERA;Colisi�n lateral;;Bicicleta;Conductor;DE 50 A 54 A�OS;Hombre;;;Spain;Madrid;AVENIDA RAFAELA YBARRA;AVENIDA RAFAELA YBARRA Madrid Spain;40.37953;-3.71154
173;2019S017586;29/03/2019;17:50;AVDA. MIRAFLORES;48;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta;Conductor;DE 50 A 54 A�OS;Hombre;2.0;;Spain;Madrid;AVENIDA MIRAFLORES;AVENIDA MIRAFLORES Madrid Spain;40.46588;-3.73132
174;2019S017501;29/03/2019;17:15;CALL. ORENSE;15;TETU�N;Colisi�n lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Hombre;7.0;;Spain;Madrid;CALLE ORENSE;CALLE ORENSE Madrid Spain;40.45141;-3.6951
175;2019S017608;30/03/2019;19:50;AVDA. SECUNDINO ZUAZO / CALL. CESAR CORT BOTI;-;HORTALEZA;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 55 A 59 A�OS;Hombre;3.0;;Spain;Madrid;AVENIDA SECUNDINO ZUAZO;AVENIDA SECUNDINO ZUAZO Madrid Spain;40.49561;-3.62006
176;2019S017644;30/03/2019;13:35;CALL. JUAN DUQUE / CALL. MORENO NIETO;-;ARGANZUELA;Colisi�n lateral;Despejado;Bicicleta;Conductor;DE 70 A 74 A�OS;Hombre;7.0;;Spain;Madrid;CALLE JUAN DUQUE;CALLE JUAN DUQUE Madrid Spain;40.40982;-3.71957
177;2019S017566;30/03/2019;10:15;GTA. ERMITA DE LA VIRGEN DE LA SOLEDAD;0;BARAJAS;Alcance;Despejado;Bicicleta;Conductor;DE 45 A 49 A�OS;Hombre;2.0;;Spain;Madrid;GLORIETA ERMITA DE LA VIRGEN DE LA SOLEDAD;GLORIETA ERMITA DE LA VIRGEN DE LA SOLEDAD Madrid Spain;40.42028045654297;-3.7057700157165527
178;2019S018985;30/03/2019;9:20;AVDA. MIGUEL HERNANDEZ / CALL. LEON FELIPE;-;PUENTE DE VALLECAS;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 A�OS;Hombre;6.0;;Spain;Madrid;AVENIDA MIGUEL HERNANDEZ;AVENIDA MIGUEL HERNANDEZ Madrid Spain;40.39045;-3.63413
179;2019S017718;31/03/2019;12:15;PASEO. CASTELLANA;16;SALAMANCA;Ca�da;Lluvia d�bil;Bicicleta;Conductor;DE 15 A 17 A�OS;Hombre;7.0;;Spain;Madrid;PASEO CASTELLANA;PASEO CASTELLANA Madrid Spain;40.45315;-3.69057
180;2019S018907;01/04/2019;22:44;PASEO. DELICIAS;32;ARGANZUELA;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Hombre;;;Spain;Madrid;PASEO DELICIAS;PASEO DELICIAS Madrid Spain;40.39567;-3.69458
181;2019S017848;01/04/2019;18:00;JUNTO A HUERTA DE LA PARTIDA;-;MONCLOA-ARAVACA;Colisi�n frontal;Despejado;Bicicleta;Conductor;DE 50 A 54 A�OS;Hombre;14.0;;Spain;Madrid;JUNTO A HUERTA DE LA PARTIDA;JUNTO A HUERTA DE LA PARTIDA Madrid Spain;40.42028045654297;-3.7057700157165527
182;2019S017836;01/04/2019;16:03;RONDA. TOLEDO;10;ARGANZUELA;Ca�da;Despejado;Bicicleta;Conductor;DE 40 A 44 A�OS;Hombre;1.0;;Spain;Madrid;RONDA. TOLEDO;RONDA. TOLEDO Madrid Spain;40.42028045654297;-3.7057700157165527
183;2019S017764;01/04/2019;15:23;CALL. ALCALA;91;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 21 A 24 A�OS;Hombre;7.0;;Spain;Madrid;CALLE ALCALA;CALLE ALCALA Madrid Spain;40.44614;-3.613
184;2019S017873;02/04/2019;13:50;AUTOV. M-607, +01500S;-;FUENCARRAL-EL PARDO;Colisi�n frontal;Nublado;Bicicleta;Conductor;DE 21 A 24 A�OS;Hombre;6.0;;Spain;Madrid;AUTOVIA M-607, +01500S;AUTOVIA M-607, +01500S Madrid Spain;40.49053;-3.69824
185;2019S017873;02/04/2019;13:50;AUTOV. M-607, +01500S;-;FUENCARRAL-EL PARDO;Colisi�n frontal;Nublado;Bicicleta;Conductor;DE 45 A 49 A�OS;Hombre;6.0;;Spain;Madrid;AUTOVIA M-607, +01500S;AUTOVIA M-607, +01500S Madrid Spain;40.49053;-3.69824
186;2019S018185;03/04/2019;16:44;IDB. PARQUE LINEAL DEL MANZANARES;0;PUENTE DE VALLECAS;Ca�da;Despejado;Bicicleta;Conductor;DE 40 A 44 A�OS;Hombre;2.0;;Spain;Madrid;IDB. PARQUE LINEAL DEL MANZANARES;IDB. PARQUE LINEAL DEL MANZANARES Madrid Spain;39.0;-3.367000102996826
187;2019S017988;03/04/2019;14:40;AVDA. DOCTOR GARCIA TAPIA; 157A;MORATALAZ;Alcance;Despejado;Bicicleta;Conductor;DE 60 A 64 A�OS;Hombre;;;Spain;Madrid;AVENIDA DOCTOR GARCIA TAPIA;AVENIDA DOCTOR GARCIA TAPIA Madrid Spain;40.41155;-3.64505
188;2019S018020;04/04/2019;21:40;CALL. GRAN VIA / METRO. PLAZA DE ESPA�A;-;CENTRO;Alcance;;Bicicleta;Conductor;DE 25 A 29 A�OS;Hombre;;;Spain;Madrid;CALLE GRAN VIA;CALLE GRAN VIA Madrid Spain;40.42069;-3.70659
189;2019S018298;05/04/2019;10:30;CALL. ARRIAGA / CALL. FERNANDO GABRIEL;-;CIUDAD LINEAL;Colisi�n lateral;Lluvia d�bil;Bicicleta;Conductor;DE 35 A 39 A�OS;Mujer;2.0;;Spain;Madrid;CALLE ARRIAGA;CALLE ARRIAGA Madrid Spain;40.42763;-3.64603
190;2019S018249;06/04/2019;21:25;CALL. MIGUEL ARREDONDO / CALL. ALONSO CARBONELL;-;ARGANZUELA;Colisi�n fronto-lateral;Lluvia d�bil;Bicicleta;Conductor;DE 25 A 29 A�OS;Hombre;1.0;;Spain;Madrid;CALLE MIGUEL ARREDONDO;CALLE MIGUEL ARREDONDO Madrid Spain;40.39486;-3.69612
191;2019S018366;06/04/2019;20:15;CALL. VICTORIA;4;CENTRO;Ca�da;Lluvia d�bil;Bicicleta;Conductor;DE 25 A 29 A�OS;Mujer;2.0;;Spain;Madrid;CALLE VICTORIA;CALLE VICTORIA Madrid Spain;40.41617;-3.70167
192;2019S018235;07/04/2019;9:48;CALL. HORTALEZA;17;CENTRO;Choque contra obst�culo fijo;Despejado;Bicicleta;Conductor;DE 18 A 20 A�OS;Hombre;7.0;;Spain;Madrid;CALLE HORTALEZA;CALLE HORTALEZA Madrid Spain;40.42325;-3.69894
193;2019S018345;08/04/2019;15:15;CALL. DOBLA / AVDA. POBLADOS;-;CARABANCHEL;Colisi�n lateral;Despejado;Bicicleta;Conductor;DE 15 A 17 A�OS;Hombre;7.0;;Spain;Madrid;CALLE DOBLA;CALLE DOBLA Madrid Spain;40.37202;-3.74036
194;2019S018545;08/04/2019;12:20;AVDA. MANZANARES;200;USERA;Atropello a persona;Nublado;Bicicleta;Conductor;DE 60 A 64 A�OS;Hombre;7.0;;Spain;Madrid;AVENIDA MANZANARES;AVENIDA MANZANARES Madrid Spain;40.39219;-3.70152
195;2019S018545;08/04/2019;12:20;AVDA. MANZANARES;200;USERA;Atropello a persona;Nublado;Bicicleta;Peat�n;DE 0 A 5 A�OS;Hombre;7.0;;Spain;Madrid;AVENIDA MANZANARES;AVENIDA MANZANARES Madrid Spain;40.39219;-3.70152
196;2019S018498;08/04/2019;10:55;CALL. DOLORES BARRANCO / CALL. JUSTA GARCIA;-;USERA;Colisi�n fronto-lateral;Lluvia d�bil;Bicicleta;Conductor;DE 10 A 14 A�OS;Hombre;7.0;;Spain;Madrid;CALLE DOLORES BARRANCO;CALLE DOLORES BARRANCO Madrid Spain;40.38348;-3.70383
197;2019S018787;08/04/2019;8:55;CALL. EXPLANADA / CALL. PEDRO JUSTO DORADO DELLMANS;-;MONCLOA-ARAVACA;Alcance;Lluvia d�bil;Bicicleta;Conductor;DE 35 A 39 A�OS;Hombre;7.0;;Spain;Madrid;CALLE EXPLANADA;CALLE EXPLANADA Madrid Spain;40.44799;-3.71179
198;2019S018461;09/04/2019;13:05;PASEO. RECOLETOS / CALL. GENOVA;-;CENTRO;Otro;Nublado;Bicicleta;Conductor;DE 30 A 34 A�OS;Hombre;7.0;;Spain;Madrid;PASEO RECOLETOS;PASEO RECOLETOS Madrid Spain;40.42207;-3.69144
199;2019S018517;10/04/2019;17:20;CALL. ALCALA;42;CENTRO;Ca�da;Despejado;Bicicleta;Conductor;DE 45 A 49 A�OS;Mujer;2.0;;Spain;Madrid;CALLE ALCALA;CALLE ALCALA Madrid Spain;40.44614;-3.613
200;2019S018494;10/04/2019;8:35;PASEO. FERNAN NU�EZ;1;RETIRO;Atropello a persona;Despejado;Bicicleta;Conductor;DE 65 A 69 A�OS;Hombre;14.0;;Spain;Madrid;PASEO FERNAN NU�EZ;PASEO FERNAN NU�EZ Madrid Spain;40.41519;-3.67982
201;2019S018494;10/04/2019;8:35;PASEO. FERNAN NU�EZ;1;RETIRO;Atropello a persona;Despejado;Bicicleta;Peat�n;DE 70 A 74 A�OS;Mujer;7.0;;Spain;Madrid;PASEO FERNAN NU�EZ;PASEO FERNAN NU�EZ Madrid Spain;40.41519;-3.67982
202;2019S018483;10/04/2019;8:00;AVENIDA CANILLEJAS A VIC�LVARO CON GLORIETA M-40;-;SAN BLAS-CANILLEJAS;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 A�OS;Hombre;6.0;;Spain;Madrid;AVENIDA CANILLEJAS A VIC�LVARO CON GLORIETA M-40;AVENIDA CANILLEJAS A VIC�LVARO CON GLORIETA M-40 Madrid Spain;40.43898;-3.61445
203;2019S018656;11/04/2019;16:00;CALL. LUCHANA;34;CHAMBER�;Ca�da;Despejado;Bicicleta;Conductor;DE 15 A 17 A�OS;Hombre;6.0;;Spain;Madrid;CALLE LUCHANA;CALLE LUCHANA Madrid Spain;40.43089;-3.69968
204;2019S018552;11/04/2019;9:00;CALL. SAN GERMAN / CALL. POETA JOAN MARAGALL;-;TETU�N;Colisi�n lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 A�OS;Hombre;1.0;;Spain;Madrid;CALLE SAN GERMAN;CALLE SAN GERMAN Madrid Spain;40.45647;-3.69614
205;2019S019332;12/04/2019;18:30;PASEO. EXTREMADURA;153;LATINA;Ca�da;Despejado;Bicicleta;Conductor;DE 50 A 54 A�OS;Hombre;7.0;;Spain;Madrid;PASEO EXTREMADURA;PASEO EXTREMADURA Madrid Spain;40.41239;-3.73195
206;2019S018655;12/04/2019;14:15;CALL. BARCO;32;CENTRO;Ca�da;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Hombre;2.0;;Spain;Madrid;CALLE BARCO;CALLE BARCO Madrid Spain;40.42233;-3.70255
207;2019S018655;12/04/2019;14:15;CALL. BARCO;32;CENTRO;Ca�da;Despejado;Bicicleta;Peat�n;DESCONOCIDA;Hombre;14.0;;Spain;Madrid;CALLE BARCO;CALLE BARCO Madrid Spain;40.42233;-3.70255
208;2019S018648;12/04/2019;12:10;CALL. POETA JOAN MARAGALL / CALL. SOR ANGELA DE LA CRUZ;-;TETU�N;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 A�OS;Hombre;7.0;;Spain;Madrid;CALLE POETA JOAN MARAGALL;CALLE POETA JOAN MARAGALL Madrid Spain;40.46028;-3.69188
209;2019S018960;14/04/2019;16:45;CALL. MESON DE PAREDES / RONDA. VALENCIA;-;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 A�OS;Hombre;7.0;;Spain;Madrid;CALLE MESON DE PAREDES;CALLE MESON DE PAREDES Madrid Spain;40.40864;-3.70334
210;2019S018950;16/04/2019;18:35;CALL. CLAUDIO MOYANO / PASEO. PRADO;-;RETIRO;Ca�da;Despejado;Bicicleta;Conductor;DE 25 A 29 A�OS;Mujer;2.0;;Spain;Madrid;CALLE CLAUDIO MOYANO;CALLE CLAUDIO MOYANO Madrid Spain;40.40961;-3.69045
211;2019S018902;16/04/2019;8:30;CALL. SANTA ISABEL;50;CENTRO;Ca�da;Despejado;Bicicleta;Conductor;DE 30 A 34 A�OS;Mujer;5.0;;Spain;Madrid;CALLE SANTA ISABEL;CALLE SANTA ISABEL Madrid Spain;40.40967;-3.69644
212;2019S019124;17/04/2019;19:00;CALL. DOCTOR TOLOSA LATOUR;21;USERA;Colisi�n lateral;Despejado;Bicicleta;Conductor;DE 65 A 69 A�OS;Mujer;6.0;;Spain;Madrid;CALLE DOCTOR TOLOSA LATOUR;CALLE DOCTOR TOLOSA LATOUR Madrid Spain;40.37407;-3.70266
213;2019S019254;20/04/2019;21:00;CALL. GILENA;14;VILLAVERDE;Ca�da;Lluvia d�bil;Bicicleta;Conductor;DE 18 A 20 A�OS;Hombre;1.0;;Spain;Madrid;CALLE GILENA;CALLE GILENA Madrid Spain;40.34359;-3.70873
214;2019S019257;20/04/2019;21:00;CALL. SANTA ENGRACIA;76;CHAMBER�;Colisi�n fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 A�OS;Hombre;7.0;;Spain;Madrid;CALLE SANTA ENGRACIA;CALLE SANTA ENGRACIA Madrid Spain;40.43336;-3.69804
215;2019S019263;21/04/2019;17:05;PQUE. JUAN CARLOS I;1;BARAJAS;Atropello a animal;Nublado;Bicicleta;Conductor;DE 60 A 64 A�OS;Hombre;2.0;;Spain;Madrid;PARQUE JUAN CARLOS I;PARQUE JUAN CARLOS I Madrid Spain;40.463809967041016;-3.6127400398254395
