;HORA;CALLE;NUMERO;LESIVIDAD*
2161; 17:00;CALLE DE LUCHANA NUM                                                                                ;22;2.0
2162; 21:00;CALLE DE CONCEPCION JERONIMA - CALLE DE TOLEDO                                                      ;0;2.0
2163; 14:00;CALLE DE SAN JAIME NUM                                                                              ;2;2.0
2164; 10:00;CALLE DE CARRETAS NUM                                                                               ;19;2.0
2165; 16:00;PASEO DE LA REINA CRISTINA - PLAZA DEL EMPERADOR CARLOS V                                           ;0;2.0
2166; 23:00;CALLE  GRAN VIA NUM                                                                                 ;41;3.0
2167; 19:00;PASEO DE LA ERMITA DEL SANTO NUM                                                                    ;49;2.0
2168; 13:00;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;6800;14.0
2169; 16:00;CALLE DE SAN PATRICIO - CALLE DEL GENERAL RICARDOS                                                  ;0;2.0
2170; 9:00 ;PASEO DEL GENERAL MARTINEZ CAMPOS NUM                                                               ;13;2.0
2171; 9:00 ;PASEO DE LA CASTELLANA NUM                                                                          ;183;2.0
2172; 13:00;CARRETERA DE SOMONTES AL PALACIO DE LA REAL QUINTA NUM                                              ;5;2.0
2173; 23:00;CALLE DE LA PRINCESA - CALLE DEL REY FRANCISCO                                                      ;0;2.0
2174; 9:00 ;CALLE DE ARRIAZA - CUESTA DE SAN VICENTE                                                            ;0;2.0
2175; 10:00;PASEO DE LA CASTELLANA NUM                                                                          ;75;2.0
2176; 19:00;CALLE DE EDUARDO MORALES - CALLE DE LA ALONDRA                                                      ;0;2.0
2177; 10:00;CALLE  GRAN VIA NUM                                                                                 ;42;2.0
2178; 11:00;CALLE DE SERRANO NUM                                                                                ;62;2.0
2179; 17:00;CALLE DE CLEMENTE FERNANDEZ - CALLE DE SEVERINO AZNAR EMBID                                         ;0;2.0
2180; 21:00;PARQUE DEL RETIRO                                                                                   ;0;2.0
2181; 19:00;CALLE  GRAN VIA NUM                                                                                 ;72;2.0
2182; 19:00;CALLE DE MARTINEZ IZQUIERDO - CALLE DE NUESTRA SE�ORA DE GUADALUPE                                  ;0;2.0
2183; 23:00;CALLE DE GENOVA - PLAZA DE COLON                                                                    ;0;2.0
2184; 18:00;AVENIDA DEL TALGO NUM                                                                               ;125;2.0
2185; 3:00 ;PLAZA DE SAN JUAN DE LA CRUZ NUM                                                                    ;1;3.0
2186; 19:00;RONDA DE VALENCIA NUM                                                                               ;3;2.0
2187; 19:00;CALLE DE NOVICIADO NUM                                                                              ;14;2.0
2188; 20:00;CALLE DE FRANCOS RODRIGUEZ NUM                                                                      ;8;2.0
2189; 4:00 ;CALLE DE ATOCHA NUM                                                                                 ;112;2.0
2190; 4:00 ;CALLE DE ATOCHA NUM                                                                                 ;112;2.0
2191; 14:00;CALLE DE CALANDA - CALLE DE UTRILLAS                                                                ;0;14.0
2192; 14:00;AUTOVIA  M-40 - AVENIDA DE CANILLEJAS A VICALVARO                                                   ;0;2.0
2193; 19:00;CALLE DE MORATINES - PASEO DE LA ESPERANZA                                                          ;0;2.0
2194; 17:00;CALLE DEL DUQUE DE ALBA NUM                                                                         ;1;2.0
2195; 10:00;CALLE DE LA VIRGEN DE LLUC NUM                                                                      ;26;2.0
2196; 12:00;CALLE DE ATOCHA - PASEO DEL PRADO                                                                   ;0;2.0
2197; 9:00 ;CALLE DE BRAVO MURILLO NUM                                                                          ;297;2.0
2198; 18:00;PASEO  AZUL - PASEO DEL EMBARCADERO                                                                 ;0;14.0
2199; 18:00;CALLE DE DOMINGO PARRAGA NUM                                                                        ;38;2.0
2200; 19:00;CALLE  GRAN VIA - CALLE DE SAN BERNARDO                                                             ;0;2.0
2201; 13:00;AVENIDA DEL DOCTOR ARCE - PLAZA DE CATALU�A                                                         ;0;2.0
2202; 12:00;CALLE DE A�IL - CALLE DE ENRIQUE DE PRADA                                                           ;0;2.0
2203; 17:00;GLORIETA DE S.A.R. DON JUAN DE BORBON Y BATTEMBERG NUM                                              ;1;3.0
2204; 13:00;CALLE DE CARAMUEL NUM                                                                               ;42;2.0
2205; 17:00;CALLE DE FRANCISCO SILVELA NUM                                                                      ;13;14.0
2206; 11:00;CALLE DE FINLANDIA - CALLE DE SOFIA                                                                 ;0;14.0
2207; 10:00;CALLE DE ALFONSO XII NUM                                                                            ;3;2.0
2208; 15:00;CALLE DEL GASOMETRO - RONDA DE TOLEDO                                                               ;0;2.0
2209; 23:00;CALLE DE RAMON GOMEZ DE LA SERNA NUM                                                                ;119;2.0
2210; 10:00;GLORIETA DEL MARQUES DE VADILLO NUM                                                                 ;1;2.0
2211; 8:00 ;CALLE DE SANTA ENGRACIA NUM                                                                         ;142;2.0
2212; 10:00;AVENIDA DE LOS ROSALES NUM                                                                          ;145;2.0
2213; 10:00;AVENIDA DE LOS ROSALES NUM                                                                          ;145;14.0
2214; 17:00;CALLE DE MARCELO USERA - CALLE DEL AMOR HERMOSO                                                     ;0;2.0
2215; 7:00 ;CALLE DE ALCALA NUM                                                                                 ;30;2.0
2216; 14:00;CALLE DE SAN JENARO - PASEO DE LOS TALLERES                                                         ;0;2.0
2217; 18:00;CALLE DE MEQUINENZA NUM                                                                             ;2;2.0
2218; 20:00;CALLE DE EZEQUIEL SOLANA - CALLE DE SANTURCE                                                        ;0;2.0
2219; 14:00;PARQUE DE JUAN CARLOS I NUM                                                                         ;1;14.0
2220; 10:00;CALLE  GRAN VIA - PLAZA DE SAN FRANCISCO                                                            ;0;2.0
2221; 13:00;CARRETERA DE LA CIUDAD UNIVERSITARIA KM.                                                            ;1;2.0
2222; 20:00;CALLE DE CARTAGENA - CALLE DE MEJICO                                                                ;0;2.0
2223; 18:00;PARQUE DE ENRIQUE TIERNO GALVAN                                                                     ;0;2.0
2224; 20:00;CALLE DE LA ESCALINATA NUM                                                                          ;17;2.0
2225; 17:00;CALLE DEL GENERAL LACY NUM                                                                          ;48;2.0
2226; 17:00;PLAZA DEL EMPERADOR CARLOS V - RONDA DE ATOCHA                                                      ;0;2.0
2227; 9:00 ;CARRETERA DE CASTILLA NUM                                                                           ;12;2.0
2228; 9:00 ;CARRETERA DE CASTILLA NUM                                                                           ;12;2.0
2229; 12:00;CALLE DE GREGORIO SANCHEZ HERRAEZ - CALLE DE SANTA VIRGILIA                                         ;0;14.0
2230; 18:00;PLAZA DE ESPA�A NUM                                                                                 ;7;2.0
2231; 15:00;CALLE DE TOMAS BRETON NUM                                                                           ;12;14.0
2232; 9:00 ;AVENIDA DE ALFONSO XIII NUM                                                                         ;97;2.0
2233; 14:00;CALLE DEL ALCALDE SAINZ DE BARANDA NUM                                                              ;92;2.0
2234; 15:00;CALLE DE SOR ANGELA DE LA CRUZ - CALLE DEL CAPITAN HAYA                                             ;0;2.0
2235; 16:00;PLAZA DE CATALU�A NUM                                                                               ;1;2.0
2236; 16:00;AVENIDA DE MENENDEZ PELAYO - PLAZA DE MARIANO DE CAVIA                                              ;0;2.0
2237; 17:00;CALLE DE ALCALA NUM                                                                                 ;580;2.0
2238; 22:00;CALLE DE JOAQUIN COSTA - CALLE DE VELAZQUEZ                                                         ;0;3.0
2239; 2:00 ;PASEO DE LA CASTELLANA - PLAZA DE COLON                                                             ;0;2.0
2240; 3:00 ;AVENIDA DE ALBERTO ALCOCER NUM                                                                      ;24;4.0
2241; 22:00;CALLE DEL GENERAL RICARDOS - GLORIETA DEL MARQUES DE VADILLO                                        ;0;2.0
2242; 13:00;CARRETERA DEL PALACIO DE LA REAL QUINTA                                                             ;0;3.0
2243; 15:00;CALLE DEL PARROCO EUSEBIO CUENCA NUM                                                                ;42;3.0
2244; 20:00;CALLE DE FORTUNY NUM                                                                                ;7;2.0
2245; 21:00;CALLE DE ALCALA NUM                                                                                 ;56;2.0
2246; 10:00;CALLE  GRAN VIA NUM                                                                                 ;61;2.0
2247; 11:00;PASEO DE LA CHOPERA NUM                                                                             ;2;2.0
2248; 17:00;AVENIDA DE LOS CAPRICHOS - CALLE DE SEPULVEDA                                                       ;0;2.0
2249; 18:00;CALLE DE ALCALA NUM                                                                                 ;61;2.0
2250; 12:00;CALLE DE SERRANO JOVER NUM                                                                          ;6;2.0
2251; 7:00 ;CALLE DE CRISTOBAL BORDIU - CALLE DE PONZANO                                                        ;0;2.0
2252; 19:00;CALLE DE ALFONSO XII NUM                                                                            ;50;2.0
2253; 7:00 ;AVENIDA DE LOS REYES CATOLICOS NUM                                                                  ;6;2.0
2254; 12:00;CALLE DE AFUERAS A VALVERDE NUM                                                                     ;56;2.0
2255; 12:00;CALLE DE MAIQUEZ - CALLE DE O'DONNELL                                                               ;0;2.0
2256; 12:00;AVENIDA DE LA AURORA BOREAL - CALLE DE MINERVA                                                      ;0;3.0
2257; 14:00;CUESTA DE SAN VICENTE NUM                                                                           ;3;2.0
2258; 18:00;AVENIDA DE MIGUEL HERNANDEZ - CALLE DE LEON FELIPE                                                  ;0;2.0
2259; 20:00;CAMINO  VIEJO DE VICALVARO NUM                                                                      ;7;3.0
2260; 9:00 ;CALLE DE GOYA - CALLE DE SERRANO                                                                    ;0;2.0
2261; 19:00;AVENIDA DE CONCHA ESPINA - PLAZA DE LIMA                                                            ;0;2.0
2262; 21:00;CALLE DE GINZO DE LIMIA NUM                                                                         ;58;2.0
2263; 12:00;PASEO DE SANTA MARIA DE LA CABEZA NUM                                                               ;3;2.0
2264; 12:00;CALLE DE GOYA - CALLE DE NU�EZ DE BALBOA                                                            ;0;2.0
2265; 13:00;CALLE DE ARIADNA                                                                                    ;0;14.0
2266; 14:00;CALLE DE TOLEDO - CALLE DEL CAPITAN SALAZAR MARTINEZ                                                ;0;2.0
2267; 18:00;CALLE DE ARENAS DE SAN PEDRO - CALLE DE MINGORRIA                                                   ;0;2.0
2268; 10:00;CALLE DEL PINTOR JUAN GRIS - PASEO DE LA CASTELLANA                                                 ;0;2.0
2269; 12:00;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;3000;14.0
2270; 19:00;CALLE DE FERRAZ NUM                                                                                 ;4;2.0
2271; 12:00;CALLE DE FRANCISCO ALTIMIRAS - CALLE DE MARTINEZ IZQUIERDO                                          ;0;2.0
2272; 17:00;AVENIDA DEL VENTISQUERO DE LA CONDESA NUM                                                           ;50;2.0
2273; 21:00;AVENIDA DE LA GAVIA NUM                                                                             ;18;2.0
2274; 14:00;CALLE DE MARTINEZ DE LA RIVA - CALLE DEL PUERTO DE LA BONAIGUA                                      ;0;2.0
2275; 15:00;AVENIDA DE ENTREVIAS - CALLE DE LA MANCHA                                                           ;0;3.0
2276; 17:00;CALLE DE CARABANCHEL BAJO - CALLE DEL DURAZNO                                                       ;0;2.0
2277; 10:00;CALLE DE FRANCOS RODRIGUEZ NUM                                                                      ;73;2.0
2278; 10:00;AVENIDA DE MENENDEZ PELAYO NUM                                                                      ;67;2.0
2279; 12:00;CARRETERA DE RODAJOS                                                                                ;          ;2.0
2280; 12:00;CARRETERA DE RODAJOS                                                                                ;          ;14.0
2281; 21:00;CALLE DE ENRIQUE LARRETA - CALLE DE MATEO INURRIA                                                   ;0;3.0
2282; 6:00 ;CALLE DE JOSE ABASCAL NUM                                                                           ;5;2.0
2283; 10:00;AVENIDA DEL MAYORAZGO - CARRETERA DE VILLAVERDE A VALLECAS                                          ;0;2.0
2284; 00:00;PLAZA DE LAS CORTES NUM                                                                             ;2;2.0
2285; 13:00;AVENIDA DE MIGUEL HERNANDEZ NUM                                                                     ;48;2.0
2286; 21:00;CALLE DE EMBAJADORES NUM                                                                            ;82;2.0
2287; 10:00;GLORIETA DEL MARQUES DE VADILLO NUM                                                                 ;6;14.0
2288; 17:00;CUESTA DE SAN VICENTE NUM                                                                           ;10;2.0
2289; 17:00;AVENIDA DE ARCENTALES - CALLE DE SUECIA                                                             ;0;2.0
2290; 20:00;AVENIDA DE NICETO ALCALA ZAMORA NUM                                                                 ;3;2.0
2291; 11:00;RONDA DE TOLEDO NUM                                                                                 ;38;2.0
2292; 14:00;PLAZA DE CIBELES NUM                                                                                ;1;3.0
2293; 11:00;AVENIDA DE LA PRINCESA JUANA DE AUSTRIA - AVENIDA DE LOS POBLADOS                                   ;0;2.0
2294; 13:00;CARRETERA DE LA CIUDAD UNIVERSITARIA KM.                                                            ;1;2.0
2295; 14:00;CALLE DE CARRANZA NUM                                                                               ;25;2.0
2296; 22:00;AVENIDA DEL CARDENAL HERRERA ORIA NUM                                                               ;293;2.0
2297; 20:00;CALLE DE BRAVO MURILLO NUM                                                                          ;180;2.0
2298; 14:00;CALLE DE ATOCHA NUM                                                                                 ;49;2.0
2299; 14:00;CALLE DE FERNANDEZ DE LA HOZ - PASEO DEL GENERAL MARTINEZ CAMPOS                                    ;0;2.0
2300; 19:00;CALLE DE GOYA - CALLE DE VELAZQUEZ                                                                  ;0;2.0
2301; 6:00 ;CALLE  GRAN VIA DE VILLAVERDE S/N                                                                   ;0;2.0
2302; 9:00 ;CALLE DE SAMARIA - CALLE DEL DOCTOR ESQUERDO                                                        ;0;2.0
2303; 12:00;CALLE DE BAILEN NUM                                                                                 ;7;2.0
2304; 15:00;CALLE DE CEA BERMUDEZ NUM                                                                           ;55;2.0
2305; 12:00;AVENIDA DE MONFORTE DE LEMOS - CALLE DE PUENTECESURES                                               ;0;2.0
2306; 14:00;CALLE DE MAIQUEZ - CALLE DE O'DONNELL                                                               ;0;2.0
2307; 15:00;CALLE DE FELIPE CAMPOS NUM                                                                          ;1;2.0
2308; 18:00;PASEO DE LA VENTA NUM                                                                               ;1;2.0
2309; 18:00;PASEO DE LA VENTA NUM                                                                               ;1;14.0
2310; 11:00;CALLE DE GUARE�A - CALLE DE LUIS CHAMIZO                                                            ;0;2.0
2311; 8:00 ;PASEO DEL PI�ONERO NUM                                                                              ;1;2.0
2312; 16:00;CALLE DE EUGENIA DE MONTIJO - CALLE DE SAN ANTOLIN                                                  ;0;3.0
2313; 16:00;CALLE DE SERRANO NUM                                                                                ;20;2.0
2314; 8:00 ;AVENIDA DEL MARQUES DE CORBERA NUM                                                                  ;29;2.0
2315; 14:00;AVENIDA  REAL DE PINTO - CALLE DEL VALLE DE TOBALINA                                                ;0;2.0
2316; 18:00;CALLE DE VILLANUEVA NUM                                                                             ;16;2.0
2317; 11:00;PASEO DE LOS CASTA�OS                                                                               ;0;2.0
2318; 17:00;CALLE DEL BERROCAL - CALLE DEL CANCHAL                                                              ;0;2.0
2319; 18:00;CALLE DE FRANCISCO SILVELA NUM                                                                      ;35;2.0
2320; 9:00 ;PASEO DE LA CASTELLANA NUM                                                                          ;2;2.0
2321; 13:00;CALLE DEL PUERTO DE SOMPORT NUM                                                                     ;6;2.0
2322; 14:00;CALLE DE ANGEL GANIVET - CALLE DEL DOCTOR ESQUERDO                                                  ;0;2.0
2323; 18:00;AVENIDA DE ALFONSO XIII - CALLE DEL PINTOR RIBERA                                                   ;0;2.0
2324; 12:00;AVENIDA DE LOS POBLADOS - AVENIDA DEL EURO                                                          ;0;3.0
2325; 12:00;CALLE DEL CAMINO DE LOS VINATEROS - CALLE DEL CORREGIDOR DIEGO DE VALDERRABANO                      ;0;2.0
2326; 12:00;CALLE DE LOS HERMANOS GARCIA NOBLEJAS - CALLE DE MALMOE                                             ;0;2.0
2327; 15:00;AVENIDA DE ARCENTALES NUM                                                                           ;7;14.0
2328; 15:00;AVENIDA DE ARCENTALES NUM                                                                           ;7;2.0
2329; 17:00;CALLE DE O'DONNELL NUM                                                                              ;44;2.0
2330; 7:00 ;CALLE DE BRAVO MURILLO - PLAZA DE JUAN ZORRILLA                                                     ;0;2.0
2331; 13:00;PASEO DE RUPERTO CHAPI                                                                              ;0;2.0
2332; 14:00;AVENIDA DE LA HISPANIDAD - CA�ADA  REAL DE MERINAS                                                  ;0;2.0
2333; 15:00;CALLE DE DIONISIO INCA YUPANQUI NUM                                                                 ;25;2.0
2334; 21:00;CALLE DE CONCEPCION JERONIMA - CALLE DE TOLEDO                                                      ;0;2.0
2335; 8:00 ;AVENIDA DEL MAYORAZGO - CARRETERA DE VILLAVERDE A VALLECAS                                          ;0;2.0
2336; 9:00 ;CALLE DE SERRANO NUM                                                                                ;13;2.0
2337; 16:00;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;2900;2.0
2338; 18:00;PASEO DEL PRADO - PLAZA DE LA LEALTAD                                                               ;          ;2.0
2339; 20:00;AVENIDA DE BUENOS AIRES - AVENIDA DE ENTREVIAS                                                      ;0;2.0
2340; 21:00;AVENIDA DE FILIPINAS - CALLE DE GALILEO                                                             ;0;2.0
2341; 12:00;CALLE DE SAN MARIO - CALLE DE SAN MAXIMO                                                            ;0;2.0
2342; 16:00;PASEO DE LA CASTELLANA NUM                                                                          ;33;2.0
2343; 17:00;PASEO DE LOS OLMOS NUM                                                                              ;22;2.0
2344; 12:00;PASEO DEL PI�ONERO - PLAZA DE LAS MORERAS                                                           ;0;2.0
2345; 12:00;PASEO DEL PI�ONERO - PLAZA DE LAS MORERAS                                                           ;0;3.0
2346; 18:00;AVENIDA DEL MONASTERIO DE SILOS NUM                                                                 ;84;3.0
2347; 18:00;AVENIDA DEL MONASTERIO DE SILOS NUM                                                                 ;84;14.0
2348; 22:00;CALLE DE BASTERO - CALLE DE MIRA EL RIO ALTA                                                        ;0;2.0
2349; 13:00;AVENIDA DE LA GRAN VIA DEL ESTE - AVENIDA DE LAS COMUNIDADES                                        ;0;2.0
2350; 18:00;AVENIDA DE RAFAELA YBARRA - CALLE DEL PARQUE DE LA PALOMA                                           ;0;2.0
2351; 21:00;CALLE DEL PADRE CLARET NUM                                                                          ;2;2.0
2352; 20:00;CALLE DE ANTONIO LOPEZ - CALLE DE BALEARES                                                          ;0;2.0
2353; 22:00;PASEO DE SANTA MARIA DE LA CABEZA NUM                                                               ;2;14.0
2354; 8:00 ;AVENIDA DEL MARQUES DE CORBERA NUM                                                                  ;46;14.0
2355; 23:00;CALLE DEL SOLDADO - PLAZA DE ROGELIO ENRIQUEZ                                                       ;0;14.0
2356; 8:00 ;CALLE DEL MARQUES DE URQUIJO NUM                                                                    ;44;2.0
2357; 9:00 ;CALLE DE FELIPE IV NUM                                                                              ;4;2.0
2358; 00:00;CALLE DE ATOCHA NUM                                                                                 ;85;2.0
2359; 11:00;CALLE DE NUESTRA SE�ORA DE VALVERDE - CARRETERA DE FUENCARRAL A ALCOBENDAS                          ;0;2.0
2360; 13:00;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;3800;14.0
2361; 2:00 ;CALLE DE TOLEDO NUM                                                                                 ;70;3.0
2362; 6:00 ;CALLE  GRAN VIA NUM                                                                                 ;52;2.0
2363; 17:00;AVENIDA DE CONCHA ESPINA - CALLE DE SERRANO                                                         ;0;2.0
2364; 9:00 ;CALLE DE VALLS FERRERA - CALLE DEL ALMIRANTE FRANCISCO MORENO                                       ;0;2.0
2365; 14:00;CALLE DE FERNAN GONZALEZ - CALLE DE O'DONNELL                                                       ;0;2.0
2366; 19:00;AVENIDA DE LOS POBLADOS - CALLE DE LA DOBLA                                                         ;0;2.0
2367; 9:00 ;CALLE DE VILLARINO DE LOS AIRES NUM                                                                 ;11;2.0
2368; 13:00;AVENIDA DEL MAYORAZGO - CALLE DE VILLAMANTA                                                         ;0;2.0
2369; 12:00;AVENIDA DEL MONASTERIO DE SILOS NUM                                                                 ;14;2.0
2370; 13:00;PARQUE DE JUAN CARLOS I NUM                                                                         ;1;14.0
2371; 13:00;PLAZA DEL MARQUES DE SALAMANCA NUM                                                                  ;1;2.0
2372; 14:00;AVENIDA DE LOS MADRO�OS NUM                                                                         ;71;2.0
2373; 19:00;AVENIDA DE MANUEL AZA�A - AVENIDA DE NICETO ALCALA ZAMORA                                           ;0;2.0
2374; 9:00 ;CALLE DE ESTEBAN CARROS - CALLE DEL CABO DE TARIFA                                                  ;0;2.0
2375; 21:00;CALLE DE TOLEDO NUM                                                                                 ;142;2.0
2376; 10:00;COMPLEJO  CIUDAD UNIVERSITARIA                                                                      ;0;2.0
2377; 11:00;CALLE DE LUCHANA - GLORIETA DE BILBAO                                                               ;0;2.0
2378; 11:00;PUERTA DEL ANGEL CAIDO                                                                              ;0;2.0
2379; 14:00;CALLE DE TOLEDO - PLAZA  MAYOR                                                                      ;0;2.0
2380; 14:00;PASEO DEL GENERAL MARTINEZ CAMPOS NUM                                                               ;36;14.0
2381; 17:00;CALLE DE MENDEZ ALVARO - CALLE DE MURCIA                                                            ;0;2.0
2382; 21:00;PASEO DEL PI�ONERO NUM                                                                              ;1;2.0
2383; 9:00 ;CALLE DEL CERRO DE LA PLATA NUM                                                                     ;14;3.0
2384; 18:00;CALLE DE RIOS ROSAS NUM                                                                             ;29;2.0
2385; 18:00;CALLE DE ARTURO SORIA NUM                                                                           ;108;3.0
2386; 18:00;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;3000;2.0
2387; 21:00;AVENIDA DE RAFAEL ALBERTI NUM                                                                       ;8;2.0
2388; 22:00;CALLE DE JACOMETREZO - PLAZA DE SANTO DOMINGO                                                       ;0;2.0
2389; 9:00 ;CALLE DE ARTURO SORIA NUM                                                                           ;86;2.0
2390; 13:00;AVENIDA DE LAS FUERZAS ARMADAS NUM                                                                  ;104;2.0
2391; 12:00;AVENIDA DE LOGRO�O NUM                                                                              ;3;2.0
2392; 12:00;PARQUE DE LAS CRUCES                                                                                ;0;2.0
2393; 14:00;PLAZA DE MANUEL BECERRA NUM                                                                         ;15;2.0
2394; 12:00;CALLE DE TOLEDO NUM                                                                                 ;53;14.0
2395; 8:00 ;AVENIDA DE VALLADOLID NUM                                                                           ;1;2.0
2396; 8:00 ;PARQUE DEL RETIRO                                                                                   ;0;2.0
2397; 10:00;AVENIDA DE LOGRO�O - GLORIETA DE LA ERMITA DE LA VIRGEN DE LA SOLEDAD                               ;0;2.0
2398; 16:00;PASEO DEL PRADO NUM                                                                                 ;38;2.0
2399; 21:00;PARQUE DEL RETIRO - PASEO DEL FERNAN NU�EZ                                                          ;0;14.0
2400; 20:00;AUTOVIA  M-40 - CAMINO  VIEJO DE VICALVARO                                                          ;0;2.0
2401; 8:00 ;PASEO DE RECOLETOS - PLAZA DE CIBELES                                                               ;0;3.0
2402; 20:00;PASEO DE JOHN LENNON                                                                                ;0;14.0
2403; 9:00 ;PASEO DE LA CASTELLANA NUM                                                                          ;112;2.0
2404; 10:00;CALLE DE DOLORES BARRANCO NUM                                                                       ;68;14.0
2405; 9:00 ;CALLE DE MARIA SEVILLA DIAGO NUM                                                                    ;19;2.0
2406; 14:00;CALLE DE ALCALA NUM                                                                                 ;50;2.0
2407; 16:00;CAMINO DEL BARRIO DE LA CELSA                                                                       ;0;3.0
2408; 17:00;CALLE  GRAN VIA NUM                                                                                 ;80;2.0
2409; 17:00;AVENIDA DEL MAYORAZGO - CALLE DE CINCOVILLAS                                                        ;0;2.0
2410; 22:00;CALLE DE LA RIBERA DE CURTIDORES - PASEO DE LAS ACACIAS                                             ;0;2.0
2411; 12:00;CALLE DE ARTURO SORIA NUM                                                                           ;33;2.0
2412; 11:00;CALLE DE ARTURO SORIA - CALLE DE HONTORIA DEL PINAR                                                 ;0;2.0
2413; 19:00;AVENIDA DEL EURO NUM                                                                                ;14;2.0
2414; 18:00;CALLE DE LA REINA MERCEDES - CALLE DE ORENSE                                                        ;0;2.0
2415; 19:00;CALLE DE BRAVO MURILLO - PLAZA DE JUAN ZORRILLA                                                     ;0;2.0
2416; 19:00;CALLE DE MARCELO USERA NUM                                                                          ;62;2.0
2417; 21:00;AVENIDA DEL PADRE PIQUER - CALLE DE ESCALONA                                                        ;0;2.0
2418; 13:00;PASEO DEL EMBARCADERO NUM                                                                           ;1;3.0
2419; 14:00;PASEO DEL PRADO - PLAZA DE MURILLO                                                                  ;0;2.0
2420; 18:00;CALLE  GRAN VIA - CALLE DE ALCALA                                                                   ;0;2.0
2421; 19:00;CALLE DE BARCELO NUM                                                                                ;13;2.0
2422; 10:00;CALLE DE ATOCHA NUM                                                                                 ;113;2.0
2423; 13:00;AVENIDA DE SANTO DOMINGO DE LA CALZADA - CALLE DE CAPISCOL                                          ;0;3.0
2424; 13:00;CALLE DE ESTANISLAO FIGUERAS - CALLE DE LA ILUSTRACION                                              ;0;2.0
2425; 5:00 ;CALLE DE SILVA - PLAZA DE SANTO DOMINGO                                                             ;0;3.0
2426; 19:00;GLORIETA DE LA ERMITA DE LA VIRGEN DE LA SOLEDAD                                                    ;0;3.0
2427; 19:00;AVENIDA DE FILIPINAS - AVENIDA DE PABLO IGLESIAS                                                    ;0;2.0
2428; 14:00;CALLE DE JOSE DEL HIERRO - CALLE DE LA VIRGEN DE LLUC                                               ;0;2.0
2429; 19:00;PASEO DE LA CIUDAD DE PLASENCIA                                                                     ;0;2.0
2430; 21:00;CALLE DE ARTURO SORIA - CALLE DE LOPEZ DE HOYOS                                                     ;0;2.0
2431; 22:00;AVENIDA DE ARCENTALES - CALLE DE SUECIA                                                             ;0;2.0
2432; 8:00 ;CALLE DE BRAVO MURILLO - CALLE DE JOSE ABASCAL                                                      ;0;2.0
2433; 13:00;CALLE DE SAGASTA NUM                                                                                ;13;2.0
2434; 19:00;CALLE DE GOYA - PASEO DE LA CASTELLANA                                                              ;0;2.0
2435; 12:00;CARRIL  ANILLO VERDE CICLISTA - LUGAR DEL REAL CLUB PUERTA DE HIERRO                                ;          ;2.0
2436; 17:00;AVENIDA DE ENTREVIAS - CALLE DE BUENDIA                                                             ;0;2.0
2437; 9:00 ;PASEO DE LA CASTELLANA NUM                                                                          ;61;2.0
2438; 16:00;CALLE DE SORZANO NUM                                                                                ;8;2.0
2439; 1:00 ;AVENIDA DEL ENSANCHE DE VALLECAS - CALLE DE RAFAEL DE LEON                                          ;0;2.0
2440; 17:00;CALLE DE BENJAMIN PALENCIA - CALLE DE BOADA                                                         ;          ;2.0
2441; 17:00;CALLE DE EMBAJADORES NUM                                                                            ;472;2.0
2442; 18:00;CALLE DE EMBAJADORES NUM                                                                            ;116;2.0
2443; 9:00 ;CALLE DE LA MONTERA NUM                                                                             ;24;2.0
2444; 7:00 ;AVENIDA DE CORDOBA - CALLE DE TOMELLOSO                                                             ;0;3.0
2445; 10:00;CALLE DE ALFREDO MARQUERIE - CALLE DE SANGENJO                                                      ;0;2.0
2446; 10:00;CALLE DE FRANCOS RODRIGUEZ NUM                                                                      ;29;2.0
2447; 11:00;AVENIDA DEL CONSEJO DE EUROPA NUM                                                                   ;2;2.0
2448; 13:00;PASEO DE LOS CASTA�OS                                                                               ;0;2.0
2449; 13:00;PASEO DE LOS CASTA�OS                                                                               ;0;14.0
2450; 9:00 ;CALLE DEL BAMBU NUM                                                                                 ;8;2.0
2451; 11:00;PLAZA DE ESPA�A NUM                                                                                 ;7;14.0
2452; 13:00;CARRETERA DE COLMENAR VIEJO KM.                                                                     ;14000;2.0
2453; 20:00;AVENIDA DE PABLO NERUDA - CALLE DE PONT DE MOLINS                                                   ;0;3.0
2454; 21:00;AVENIDA DE MIGUEL HERNANDEZ - AVENIDA DE PABLO NERUDA                                               ;0;2.0
2455; 23:00;CALLE DE FUENCARRAL NUM                                                                             ;134;2.0
2456; 10:00;PASEO DE SANTA MARIA DE LA CABEZA NUM                                                               ;6;2.0
2457; 16:00;PASEO DE LAS DELICIAS NUM                                                                           ;15;2.0
2458; 17:00;CALLE DE LA SENDA DEL INFANTE - CALLE DEL ARROYO DEL MONTE                                          ;0;2.0
2459; 20:00;CALLE DE LOS CA�OS DEL PERAL - PLAZA DE ISABEL II                                                   ;0;14.0
2460; 8:00 ;CALLE DE MENDEZ ALVARO NUM                                                                          ;4;2.0
2461; 18:00;CALLE DE EMBAJADORES NUM                                                                            ;187;2.0
2462; 14:00;CALLE DE FELIX BOIX - PLAZA DE LA MADRE MOLAS                                                       ;0;2.0
