;HORA;CALLE;NUMERO;LESIVIDAD*
418;7:57;IDB. PARQUE LINEAL DEL MANZANARES;0;7.0
419;16:58;CALL. CONDE DE PE�ALVER / CALL. HERMOSILLA;-;14.0
420;15:10;AVDA. BURGOS, 89 (RECINTO ADEQUA);-;6.0
421;14:00;CALL. DIEGO DE LEON / CALL. GENERAL PARDI�AS;-;2.0
422;13:45;CALL. PUERTO DE SOMPORT;8;7.0
423;13:25;MONASTERIO DE SILOS - GO FIT - FAROLA 268;-;1.0
424;9:15;CALL. FUENCARRAL / GTA. BILBAO;-;7.0
425;20:30;CALL. MONASTERIO DE OSEIRA, 17B (ANILLO VERDE, 58);-;2.0
426;9:20;CTRA. RODAJOS;2;7.0
427;9:20;CTRA. RODAJOS;2;14.0
428;21:55;AVDA. MARQUES DE CORBERA / CALL. POETA BLAS DE OTERO;-;7.0
429;11:15;CALL. TORRECILLA DEL LEAL / CALL. OLMO;-;7.0
430;22:45;AVDA. POBLADOS / AVDA. ORCASUR;-;6.0
431;20:45;CALL. CLAUDIO COELLO;14;6.0
432;19:40;CALL. BARCELO;5;7.0
433;4:20;CALL. ALCALA;15;14.0
434;4:20;CALL. ALCALA;15;6.0
435;1:20;CALL. CASINO / CALL. SANTIAGO EL VERDE;-;
436;20:56;CALL. PLAYA DE LA CALETA;13;14.0
437;19:35;CALL. MULLER / CALL. AZUCENAS;-;
438;9:30;PUERTA PRINCIPAL ZOO;-;5.0
439;1:15;AVDA. MENENDEZ PELAYO / CALL. O'DONNELL;-;
440;16:10;CUSTA. SAN VICENTE;1;14.0
441;16:10;CUSTA. SAN VICENTE;1;7.0
442;9:20;CMNO. CRUCES / POLIG. ALUCHE-AVENIDA DE LOS POBLADOS;-;6.0
443;9:10;HORTALEZA;-;1.0
444;3:20;CALL. JOSE ABASCAL;50;7.0
445;19:45;CALL. BRETON DE LOS HERREROS / CALL. PONZANO;-;7.0
446;19:30;CALL. CERRO DE LA PLATA;15;2.0
447;16:30;PASEO. FERNAN NU�EZ;2;2.0
448;14:02;CALL. SEGOVIA;8;
449;10:37;CALL. SERRANO / CALL. MARIA DE MOLINA;-;7.0
450;7:55;AVDA. LOS ROSALES;200;2.0
451;15:25;CALL. RODRIGUEZ MARIN;66;5.0
452;11:00;CALL. RAIMUNDO FERNANDEZ VILLAVERDE;67;7.0
453;18:19;AVDA. CARTAGENA DE INDIAS / CALL. ISLAS VISAYAS;-;4.0
454;9:30;CRUCE C/ALCALA CON C/ TAMPICO;-;7.0
455;8:45;AV. ROSALES CON ROTONDA M-40;-;
456;13:45;CALL. RESINA;4;5.0
457;22:00;AVDA. MANZANARES / PQUE. MADRID RIO;-;14.0
458;22:00;AVDA. MANZANARES / PQUE. MADRID RIO;-;1.0
459;15:25;CALL. MONTESA / CALL. JOSE ORTEGA Y GASSET;-;6.0
460;22:25;AVDA. ENTREVIAS / CALL. MENDEZ ALVARO;-;7.0
461;15:35;CALL. GENERAL RICARDOS / CALL. NUESTRA SE�ORA DE LA LUZ;-;6.0
462;12:45;PASEO. FERNAN NU�EZ;1;7.0
463;12:45;PASEO. FERNAN NU�EZ;1;7.0
464;9:40;CALL. MARTINEZ DE LA RIVA / CALL. CACHERO;-;
465;18:50;CALL. O'DONNELL;18;5.0
466;16:35;CALL. HERMANOS CARPI / AVDA. PE�A PRIETA;-;2.0
467;18:45;CALL. ARGANZUELA;16;2.0
468;22:00;CALL. GRAN VIA / CALL. CLAVEL;-;
469;20:10;PQUE. MADRID RIO, +00300E;-;
470;20:10;PQUE. MADRID RIO, +00300E;-;7.0
471;18:45;PASEO. DELICIAS;59;7.0
472;11:43;AVDA. ALBUFERA / CALL. JOSE PAULETE;-;7.0
473;10:00;PASEO. CASTELLANA;170;
474;21:00;CALL. MARQUES DE URQUIJO / CALL. FERRAZ;-;7.0
475;18:45;CUSTA. VEGA;3;6.0
476;18:10;CALLE GOYA CON CALLE GENERAL PARDI�AS;-;7.0
477;14:35;FRENTE FAROLA N� 6;-;7.0
478;14:16;CARABANCHEL BAJO FAROLA 10;-;7.0
479;22:15;CALL. DOCTOR ESQUERDO;64;2.0
480;20:53;CALL. FUENCARRAL;16;14.0
481;20:53;CALL. FUENCARRAL;16;
482;12:10;CALL. PUERTO DE PORZUNA / CALL. CABEZA MESADA;-;7.0
483;19:30;PASEO. RECOLETOS;13;1.0
484;19:00;CUSTA. VEGA;1;2.0
485;8:30;CALL. NAVARRA / CALL. PAMPLONA;-;7.0
486;8:15;CALL. MANCHA;1;
487;20:45;GTA. EMILIO CASTELAR;0;1.0
488;19:50;PLAZA. MORERAS;1;1.0
489;13:10;PASEO. CASTELLANA;86;5.0
490;22:40;GTA. ATOCHA-REINA SOFIA;-;1.0
491;11:05;EN CARRIL BICI;-;
492;21:45;CALL. AZUCENAS;6;2.0
493;12:35;AVDA. DEMOCRACIA / AUTOV. A-3;-;14.0
494;11:50;PASEO. CASTELLANA;43;6.0
495;17:31;CALL. ALFONSO XII / CALL. CLAUDIO MOYANO;-;1.0
496;12:40;CALL. ALFONSO XII / CALL. CASADO DEL ALISAL;-;
497;13:15;CALL. MANZANARES / CALL. LINNEO;-;7.0
498;23:05;CUESTA DE LA VEGA;-;7.0
499;20:40;AVDA. MEDITERRANEO / AUTOV. A-3;-;7.0
500;20:40;CALL. DOCTOR ESQUERDO;9;1.0
501;19:05;CALL. SANTA MARIA LA REAL DE NIEVA;9;1.0
502;19:05;CALL. SANTA MARIA LA REAL DE NIEVA;9;14.0
503;8:15;AVDA. SUR DEL AEROPUERTO DE BARAJAS / AUTOV. M-22;-;2.0
504;22:00;CALL. GENOVA / CALL. ZURBANO;-;
505;10:15;PASEO. SANTA MARIA DE LA CABEZA / CALL. FRAY LUIS DE LEON;-;7.0
506;19:45;CMNO. POZO DEL TIO RAIMUNDO;25;7.0
507;9:47;CALL. UNANIMIDAD / CALL. TERTULIA;-;7.0
508;15:50;CALL. VIA LIMITE / CALL. ALCOLEA;-;2.0
509;11:35;CALL. MEJIA LEQUERICA / CALL. SAGASTA;-;1.0
510;3:01;CALL. SEGOVIA;43;5.0
511;3:30;CUSTA. VEGA;3;
512;22:00;CALL. CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;66;3.0
513;20:15;AVDA. AVIACION / CTRA. BARRIO DE LA FORTUNA;-;2.0
514;16:33;CALL. LOPEZ DE HOYOS;100;
515;12:35;CALL. CLAUDIO MOYANO;1;6.0
516;12:35;CALL. CLAUDIO MOYANO;1;6.0
517;11:30;CARRIL BICI INTERIOR PARQUE LINEAL DEL MANZANARES;-;5.0
518;7:04;PASEO. PRADO / CALL. ALCALA;-;
519;8:02;CALL. FRANCISCO UMBRAL / CALL. VIA DE DUBLIN;-;7.0
520;3:30;CALL. MARAVEDI;12;1.0
521;22:25;CALL. ARROYO DE LA MEDIA LEGUA;43;3.0
522;21:30;AVDA. HOSPITALIDAD;3;2.0
523;19:10;CALL. LADERA DE LOS ALMENDROS / CALL. RAYA;-;7.0
524;11:10;CTRA. COLMENAR VIEJO;0;6.0
525;16:25;CALL. SANTA ESCOLASTICA, 1 (POSTERIOR APARCAMIENTO;-;6.0
526;12:15;CALL. ISABEL COLBRAND / CALL. PALAS DE REY;-;7.0
527;18:40;ANILLO VERDE CICLISTA, PKM 32;-;1.0
528;17:05;GLORIETA SOBRE M-40;-;2.0
529;13:05;CALLE ALCALA 149;-;
530;21:02;AVDA. MANZANARES / CALL. SAN GRACIANO;-;1.0
531;18:35;CALL. VELAZQUEZ;69;7.0
532;13:15;CALL. ARROYO BELINCOSO;9;7.0
533;21:40;CMNO. ROBLEDAL;2;14.0
534;21:40;CMNO. ROBLEDAL;2;5.0
535;18:32;PASEO. REPUBLICA DE CUBA;6;5.0
536;18:32;PASEO. REPUBLICA DE CUBA;6;14.0
537;19:45;CALL. PRINCIPE DE VERGARA / CALL. HERMOSILLA;-;
538;13:20;CALL. MARCELO USERA / CALL. SAN ANTONIO DE PADUA;-;
539;14:50;AVDA. PE�A PRIETA / CALL. MENDIVIL;-;6.0
540;6:10;CALL. BRAVO MURILLO / CALL. VIRIATO;-;6.0
541;13:30;AVDA. POBLADOS / AUTOV. A-42;-;2.0
542;20:10;CTRA. ZARZON;6;6.0
543;20:10;CTRA. ZARZON;6;14.0
544;20:40;PASEO. ERMITA DEL SANTO;80;14.0
545;20:40;PASEO. ERMITA DEL SANTO;80;6.0
546;19:10;CALL. SERRANO;30;7.0
547;15:30;PASEO. CAMOENS Y VALERO;2;6.0
548;21:45;CALL. ATOCHA / PLAZA. EMPERADOR CARLOS V;-;5.0
549;20:05;PASEO. PONTONES / PASEO. MELANCOLICOS;-;1.0
550;13:00;PASEO. GENERAL MARTINEZ CAMPOS;41;2.0
551;10:50;CALL. FUENTE CARRANTONA;61;7.0
552;10:50;CALL. FUENTE CARRANTONA;61;7.0
553;9:35;CALL. CONDE DE PE�ALVER;68;7.0
554;22:45;CALL. LUCHANA;30;14.0
555;14:45;PASEO. ALBERTO PALACIOS;11;
556;14:45;PASEO. ALBERTO PALACIOS;11;7.0
557;8:00;CALL. CAMPEZO / CALL. LAGUARDIA;-;6.0
558;2:35;CALL. SEGOVIA / RONDA. SEGOVIA;-;
559;21:40;CALL. PRINCESA;31;5.0
560;16:45;CALL. MARQUES DE CUBAS;18;2.0
561;21:50;CALL. RAMON GOMEZ DE LA SERNA; 9A;7.0
562;19:10;CAMINO EN ZONA DENOMIDADA COMO ESPACIO M�XICO;-;7.0
563;13:35;AUTOV. A-42, +00500S;-;6.0
564;21:40;AVDA. PABLO NERUDA;58;1.0
565;15:22;CALL. EMBAJADORES;324;7.0
566;8:25;AVDA. NUESTRA SE�ORA DE VALVANERA;155;3.0
567;18:15;AVDA. NICETO ALCALA ZAMORA / AVDA. FRANCISCO PI Y MARGALL;-;7.0
568;13:35;PASEO. DELICIAS; 65A;5.0
569;20:20;CALL. RUTILO;11;14.0
570;16:00;CALL. SAN GERMAN / CALL. GENERAL CABRERA;-;7.0
571;23:38;CALL. CLAVEL / CALL. CABALLERO DE GRACIA;-;1.0
572;18:30;CALL. GENERAL ORAA / CALL. GENERAL PARDI�AS;-;6.0
573;15:50;CALL. CAMINO VIEJO DE VILLAVERDE / CALL. UNIDAD;-;
574;13:22;AVDA. ALBUFERA;144;7.0
575;10:40;CALL. ALBERTO AGUILERA;16;1.0
576;21:15;CALL. ARROYO DE LA MEDIA LEGUA / CALL. ALCALDE GARRIDO JUARISTI;-;14.0
577;21:15;CALL. ARROYO DE LA MEDIA LEGUA / CALL. ALCALDE GARRIDO JUARISTI;-;14.0
578;19:25;CALL. FRANCOS RODRIGUEZ;14;14.0
579;19:25;CALL. FRANCOS RODRIGUEZ;14;7.0
580;19:04;CALL. ALCALA / CALL. MARQUES DE CUBAS;-;2.0
581;18:05;CALL. ARTURO SORIA / CALL. ASUNCION PEREZ VIZCAINO;-;2.0
582;13:45;AVDA. POBLADOS / AUTOV. A-42;-;1.0
583;13:00;PASEO. INFANTA ISABEL / ESTFE. ATOCHA;-;14.0
584;12:00;CALL. EMBAJADORES;216;5.0
585;5:35;CALL. SEGOVIA;29;2.0
586;21:00;CALL. IRUN / CALL. CADARSO;-;7.0
587;11:55;PARQUE LINEAL DEL MANZANARES;-;6.0
588;11:55;PARQUE LINEAL DEL MANZANARES;-;7.0
589;18:35;PLAZA DE ORIENTE;-;14.0
590;18:35;PLAZA DE ORIENTE;-;2.0
591;13:20;IDB. PARQUE LINEAL DEL MANZANARES;0;6.0
592;12:50;CALL. DON RAMON DE LA CRUZ;91;14.0
593;12:50;CALL. DON RAMON DE LA CRUZ;91;7.0
594;6:50;AVDA. SAN FERMIN / AVDA. PERLA;-;6.0
595;22:15;PASEO. CASTELLANA;63;2.0
596;15:40;CALL. PRINCIPE DE VERGARA;132;7.0
597;14:30;PLAZA. SAGRADOS CORAZONES / AVDA. CONCHA ESPINA;-;6.0
598;13:15;CUSTA. SAN VICENTE / GTA. SAN VICENTE;-;2.0
599;7:20;AVDA. NICETO ALCALA ZAMORA;4;2.0
600;17:25;CALL. MESENA;112;7.0
601;7:50;CALL. CORREO / PLAZA. PUERTA DEL SOL;-;5.0
602;21:35;PASEO DE MIGUELA DEL BURGO (FRENTE CASANARE 6);-;7.0
603;20:00;AVDA. NICETO ALCALA ZAMORA / AUTOV. M-11;-;7.0
604;13:15;CALL. ALCALA;59;6.0
605;12:04;SAN MAXIMILIANO 49;-;7.0
606;12:04;SAN MAXIMILIANO 49;-;2.0
607;11:00;CALL. CARRION DE LOS CONDES;73;14.0
608;11:00;CALL. CARRION DE LOS CONDES;73;1.0
609;15:15;CALL. LOPE DE VEGA / PASEO. PRADO;-;1.0
610;16:19;CALL. LUCHANA;25;7.0
611;11:50;CALL. CERRO DEL MURMULLO;13;7.0
612;11:30;GTA. ANGEL CAIDO / CALL. FERNAN NU�EZ;-;14.0
613;11:30;GTA. ANGEL CAIDO / CALL. FERNAN NU�EZ;-;6.0
614;1:49;CALL. ALCALA;70;7.0
615;21:45;PTA. TOLEDO / AVDA. GRAN VIA DE SAN FRANCISCO;-;1.0
616;9:20;CALL. SAN BENITO;35;7.0
617;17:00;CALL. ALCALA / CALL. VELAZQUEZ;-;6.0
618;15:50;PASEO. FLORIDA;13;7.0
619;23:00;CALL. JOSE ABASCAL;31;7.0
620;20:05;CALL. MARROQUINA;5;14.0
621;20:05;CALL. MARROQUINA;5;7.0
622;10:10;PASEO. VIRGEN DEL PUERTO / PASEO. VIRGEN DEL PUERTO;-;
623;19:40;CALL. DULCE CHACON / AVDA. INGENIERO EMILIO HERRERA;-;
624;17:55;CALL. DOCTOR ESQUERDO;157;2.0
625;17:23;CALL. MATILDE GAYO;19;6.0
626;15:20;CALL. MAYOR;26;14.0
627;15:20;CALL. MAYOR;26;2.0
628;10:00;PLAZA DEL CINE CALLE VIRIDIANA;-;7.0
629;17:50;AVENIDA GENERAL PER�N CON C/ ORENSE;-;5.0
630;17:25;CALL. GRAN VIA / PLAZA. CALLAO;-;7.0
631;13:15;AVDA. ENTREVIAS / CALL. PADRE LLANOS;-;2.0
632;13:15;AVDA. ENTREVIAS / CALL. PADRE LLANOS;-;14.0
633;10:40;PASEO. ACACIAS;3;
634;10:40;PASEO. ACACIAS;3;
635;21:38;CALL. MODESTO LAFUENTE / CALL. MARIA DE GUZMAN;-;
636;13:40;CALL. BRAVO MURILLO / CALL. LOPE DE HARO;-;2.0
637;12:00;CARRETERA DE FUENCARRAL A ALCOBENDAS KM-0;500;6.0
638;12:00;CALL. SAGASTA / CALL. MEJIA LEQUERICA;-;2.0
639;21:39;CALL. PRINCESA / CALL. MARQUES DE URQUIJO;-;6.0
640;21:39;CALL. PRINCESA / CALL. MARQUES DE URQUIJO;-;14.0
641;21:15;PQUE. MADRID RIO, FAROLA 26-10;-;
642;20:40;CALL. HACIENDA DE PAVONES / CALL. BRUJAS;-;1.0
643;18:31;ENTRE FAROLAS N� 6 Y 7;-;1.0
644;18:10;PLAZA. ALONSO MARTINEZ;7;
645;17:35;PLAZA. PUERTA DEL SOL;6;14.0
646;17:35;PLAZA. PUERTA DEL SOL;6;7.0
647;21:10;CMNO. ROBLEDAL / CTRA. TELEFERICO;-;7.0
648;19:40;CALL. FUENTE CARRANTONA;61;7.0
649;19:40;CALL. FUENTE CARRANTONA;61;5.0
650;14:30;PASEO. CASTELLANA;63;7.0
651;21:30;PASEO. CASTELLANA;184;5.0
652;23:43;PLAZA. EMPERADOR CARLOS V / RONDA. ATOCHA;-;14.0
653;21:55;PASEO. DELICIAS;95;7.0
654;14:20;CALL. SERRANO;29;
655;9:25;AVDA. GENERAL PERON / CALL. JULIAN BESTEIRO;-;
656;22:40;PASEO. CHOPERA;10;7.0
657;20:05;CALL. O'DONNELL;52;14.0
658;20:05;CALL. O'DONNELL;52;6.0
659;16:20;PASEO. SANTA MARIA DE LA CABEZA;42;7.0
660;12:50;PASEO. BAJO DE LA VIRGEN DEL PUERTO / FRENTE JARDINES DEL MORO;-;2.0
661;11:22;CALL. LAS NAVAS DE BUITRAGO / CALL. BERZOSA DE LOZOYA;-;3.0
662;14:40;CALL. ANTONIO DE LEYVA / PLAZA. ELIPTICA;-;6.0
663;13:35;CTRA. ZARZON;6;7.0
664;13:20;CMNO. ROBLEDAL;2;7.0
665;13:20;CMNO. ROBLEDAL;2;14.0
666;22:25;AVDA. AMERICA;12;1.0
667;20:45;CALL. CARTAGENA;124;6.0
668;20:31;RONDA. ATOCHA;8;7.0
669;16:25;CALL. ALCALA / CALL. ALEJANDRO GONZALEZ;-;1.0
670;12:10;PASEO. FERNAN NU�EZ / PASEO. REPUBLICA DE CUBA;-;7.0
671;12:10;PASEO. FERNAN NU�EZ / PASEO. REPUBLICA DE CUBA;-;14.0
672;6:10;CALLE GRAN VIA 72;-;1.0
673;22:45;CALL. GENOVA / CALL. ARGENSOLA;-;2.0
674;15:30;CALL. DONOSO CORTES / CALL. ANDRES MELLADO;-;
675;14:15;AVDA. CERRO MILANO / CALL. ENTREPE�AS;-;7.0
676;10:00;PASEO. CASTELLANA;10;1.0
677; 13:00;CALLE DE ANCORA - PASEO DE LAS DELICIAS                                                             ;0;2.0
678; 15:00;CALLE DE ALCALA NUM                                                                                 ;44;2.0
679; 12:00;CALLE DE SERRANO - CALLE DEL CONDE DE ARANDA                                                        ;0;2.0
680; 13:00;PLAZA DE LA INDEPENDENCIA NUM                                                                       ;5;2.0
681; 15:00;CALLE DE RAMIREZ DE ARELLANO NUM                                                                    ;35;2.0
682; 22:00;CALLE DE SEGOVIA - PASEO DE EXTREMADURA                                                             ;0;2.0
683; 8:00 ;CALLE DE LOS YEBENES - CALLE DE SEPULVEDA                                                           ;0;14.0
684; 9:00 ;AVENIDA DE CANILLEJAS A VICALVARO - CALLE DE LOS HERMANOS GARCIA NOBLEJAS                           ;0;2.0
685; 15:00;CALLE DE LA SIERRA DE TORNAVACAS - CALLE DE SAN JAIME                                               ;0;2.0
686; 20:00;CALLE DE GERMAN PEREZ CARRASCO - CALLE DEL DOCTOR VALLEJO                                           ;0;14.0
687; 16:00;PASEO DEL FERNAN NU�EZ                                                                              ;0;2.0
688; 16:00;CARRETERA DE COLMENAR NUM                                                                           ;14;2.0
689; 15:00;CALLE DE LA BATALLA DEL SALADO NUM                                                                  ;1;2.0
690; 14:00;RONDA DE ATOCHA NUM                                                                                 ;2;2.0
691; 20:00;CALLE DE ALCALA - CALLE DE VELAZQUEZ                                                                ;0;3.0
692; 11:00;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;6600;2.0
693; 1:00 ;CALLE DE GOYA NUM                                                                                   ;66;2.0
694; 9:00 ;CALLE DE GOYA NUM                                                                                   ;5;2.0
695; 16:00;CALLE DE LA INFANTA MERCEDES - CALLE DE SOR ANGELA DE LA CRUZ                                       ;0;2.0
696; 16:00;CALLE DE SEVILLA NUM                                                                                ;6;2.0
697; 1:00 ;CALLE DE GENOVA NUM                                                                                 ;23;2.0
698; 15:00;PASEO DE MARIA TERESA NUM                                                                           ;7;2.0
699; 17:00;AVENIDA DE LUIS ARAGON�S - CALLE DE SAN HILARIO                                                     ;0;3.0
700; 21:00;CALLE DE GENOVA NUM                                                                                 ;7;2.0
701; 16:00;CALLE DE CARRANZA NUM                                                                               ;7;2.0
702; 8:00 ;AVENIDA DE LA GAVIA - AVENIDA DEL MAYORAZGO                                                         ;0;2.0
703; 17:00;CALLE DE FRANCISCO UMBRAL - GLORIETA DE ISIDRO GONZALEZ VELAZQUEZ                                   ;0;2.0
704; 12:00;CARRETERA DE LA VENTA DE LA RUBIA                                                                   ;          ;2.0
705; 13:00;CALLE  VIA CARPETANA NUM                                                                            ;138;2.0
706; 13:00;CALLE DE LA INFANTA MERCEDES NUM                                                                    ;38;2.0
707; 9:00 ;CALLE DE SANTA ENGRACIA NUM                                                                         ;97;2.0
708; 19:00;CALLE DE JAIME EL CONQUISTADOR - CALLE DEL PARROCO JULIO MORATE                                     ;0;2.0
709; 20:00;CALLE DE SANTA ENGRACIA NUM                                                                         ;33;2.0
710; 20:00;CARRIL  ANILLO VERDE CICLISTA KM.                                                                   ;13000;2.0
711; 20:00;CARRIL  ANILLO VERDE CICLISTA KM.                                                                   ;13000;2.0
712; 21:00;AUTOVIA  M-30 CALZADA 1 - AVENIDA DE LA CIUDAD DE BARCELONA                                         ;          ;2.0
713; 22:00;PARQUE DE MADRID RIO (RIBERA ESTE) KM.                                                              ;6600;2.0
714; 15:00;CALLE DEL CERRO DE VALDECAHONDE NUM                                                                 ;15;2.0
715; 22:00;CALLE DE ENCARNACION OVIOL NUM                                                                      ;27;2.0
716; 9:00 ;AVENIDA DE LOS POBLADOS - CAMINO  VIEJO DE VILLAVERDE                                               ;0;2.0
717; 13:00;CALLE DEL COMANDANTE ZORITA NUM                                                                     ;17;2.0
718; 15:00;CARRIL  ANILLO VERDE CICLISTA KM.                                                                   ;32700;2.0
719; 19:00;CALLE DE JOSE DEL HIERRO NUM                                                                        ;3;2.0
720; 12:00;CALLE DE SOFIA NUM                                                                                  ;7;2.0
721; 16:00;PLAZA DEL MAESTRO VILLA                                                                             ;0;3.0
722; 16:00;PLAZA DEL MAESTRO VILLA                                                                             ;0;2.0
723; 22:00;CALLE DE GENOVA - PLAZA DE ALONSO MARTINEZ                                                          ;0;2.0
724; 15:00;CALLE DE SIERRA GORDA - PLAZA DE JUAN DE MALASA�A                                                   ;0;2.0
725; 19:00;CALLE DE BALBINA VALVERDE - CALLE DE JOAQUIN COSTA                                                  ;0;2.0
726; 21:00;CALLE DE HERMOSILLA - CALLE DE NU�EZ DE BALBOA                                                      ;0;2.0
727; 9:00 ;AVENIDA DE SAN LUIS NUM                                                                             ;53;2.0
728; 13:00;CALLE DEL ESPEJO NUM                                                                                ;12;2.0
729; 18:00;CALLE  ARROYO DE LA MEDIA LEGUA NUM                                                                 ;8;2.0
730; 8:00 ;CALLE DE AMPOSTA - CALLE DE POBLADURA DEL VALLE                                                     ;0;2.0
731; 15:00;PLAZA DE TIRSO DE MOLINA NUM                                                                        ;12;2.0
732; 19:00;CALLE DE CORDEL DE PAVONES NUM                                                                      ;44;2.0
733; 13:00;GLORIETA DE CUATRO CAMINOS NUM                                                                      ;1;2.0
734; 19:00;CALLE DE VILLANUEVA NUM                                                                             ;2;2.0
735; 20:00;CALLE DE ELOY GONZALO - GLORIETA DE QUEVEDO                                                         ;0;2.0
736; 5:00 ;CALLE DE VELAZQUEZ NUM                                                                              ;30;2.0
737; 17:00;AVENIDA DE LA ALBUFERA - AVENIDA DE LA CIUDAD DE BARCELONA                                          ;0;2.0
738; 9:00 ;CALLE DE ALCALA - CALLE DE O'DONNELL                                                                ;0;2.0
739; 12:00;CALLE DE ALMAGRO NUM                                                                                ;22;2.0
740; 17:00;CALLE DE GARCIA QUINTANILLA - CALLE DEL GENERAL ARANAZ                                              ;0;2.0
741; 19:00;PASEO DEL PRADO - PLAZA DE CANOVAS DEL CASTILLO                                                     ;0;2.0
742; 18:00;PASEO DE LA CASTELLANA NUM                                                                          ;48;2.0
743; 19:00;CALLE  GRAN VIA NUM                                                                                 ;32;2.0
744; 12:00;CALLE DE VELAZQUEZ NUM                                                                              ;28;2.0
745; 19:00;CALLE DE ARGUMOSA NUM                                                                               ;28;2.0
746; 13:00;CALLE  GRAN VIA NUM                                                                                 ;37;2.0
747; 8:00 ;CALLE DE JOSE ABASCAL - CALLE DE SANTA ENGRACIA                                                     ;0;14.0
748; 2:00 ;CALLE DE O'DONNELL - CALLE DEL DOCTOR ESQUERDO                                                      ;0;2.0
749; 18:00;CALLE DE BRAVO MURILLO NUM                                                                          ;9;2.0
750; 21:00;CALLE DE GOYA - PASEO DE LA CASTELLANA                                                              ;0;14.0
751; 4:00 ;CALLE DE ALFONSO XII NUM                                                                            ;68;2.0
752; 18:00;CALLE DE FERRAZ NUM                                                                                 ;5;2.0
753; 20:00;CALLE DE ALBASANZ NUM                                                                               ;71;2.0
754; 9:00 ;PLAZA DE LA PUERTA DEL SOL NUM                                                                      ;1;2.0
755; 3:00 ;CALLE DE LA VIA NUM                                                                                 ;48;2.0
756; 12:00;AVENIDA DEL MAYORAZGO - CALLE DE VILLAMANTA                                                         ;0;2.0
757; 13:00;CALLE DE ARTURO SORIA - CAMINO DE LA HUERTA                                                         ;0;2.0
758; 9:00 ;CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE - PASEO DE LA CASTELLANA                                     ;0;2.0
759; 18:00;CALLE DE ASCAO NUM                                                                                  ;45;2.0
760; 7:00 ;CALLE DE MAIQUEZ - CALLE DEL ALCALDE SAINZ DE BARANDA                                               ;0;2.0
761; 13:00;CARRETERA DE FUENCARRAL A ALCOBENDAS KM.                                                            ;1200;2.0
762; 14:00;AVENIDA DE BUENOS AIRES - AVENIDA DE MIGUEL HERNANDEZ                                               ;0;2.0
763; 12:00;CALLE DE DOLORES BARRANCO - CALLE DEL OLVIDO                                                        ;0;2.0
764; 13:00;CALLE DE LA BENEFICENCIA NUM                                                                        ;8;14.0
765; 14:00;CALLE DEL PADRE DAMIAN NUM                                                                          ;5;2.0
766; 20:00;CALLE DE BENJAMIN PALENCIA NUM                                                                      ;18;2.0
767; 10:00;PARQUE DE LA CASA DE CAMPO                                                                          ;0;2.0
768; 12:00;AVENIDA DE CANILLEJAS A VICALVARO NUM                                                               ;1;3.0
769; 23:00;CALLE DE ALCALA - CALLE DE VELAZQUEZ                                                                ;0;2.0
770; 19:00;CALLE DE ALONSO CANO - CALLE DE CRISTOBAL BORDIU                                                    ;0;2.0
771; 21:00;CALLE DEL DOCTOR VELASCO NUM                                                                        ;4;2.0
772; 13:00;CALLE DE LA CAVA BAJA NUM                                                                           ;25;2.0
773; 2:00 ;CALLE DE TRIBULETE - PLAZA DE LAVAPIES                                                              ;0;2.0
774; 16:00;AVENIDA DE OPORTO - CALLE DE FRANCISCO DE ICAZA                                                     ;0;14.0
775; 16:00;AVENIDA DE OPORTO - CALLE DE FRANCISCO DE ICAZA                                                     ;0;2.0
776; 18:00;PLAZA DEL DOCTOR LAGUNA NUM                                                                         ;13;2.0
777; 6:00 ;CALLE DE ALCALA NUM                                                                                 ;45;2.0
778; 13:00;CALLE DE ALCALA NUM                                                                                 ;198;2.0
779; 22:00;CALLE DE ALCALA - PLAZA DE MANUEL BECERRA                                                           ;0;2.0
780; 21:00;PLAZA DE LA INDEPENDENCIA NUM                                                                       ;4;3.0
781; 14:00;PLAZA DEL EMPERADOR CARLOS V NUM                                                                    ;8;2.0
782; 18:00;CALLE DE CARRETAS NUM                                                                               ;11;2.0
783; 18:00;PLAZA DE TIRSO DE MOLINA NUM                                                                        ;10;2.0
784; 19:00;CALLE DE JUAN PANTOJA - CALLE DEL TOPETE                                                            ;0;2.0
785; 20:00;GLORIETA DE LAS PIRAMIDES - PASEO  IMPERIAL                                                         ;          ;2.0
786; 12:00;CALLE DE GUSTAVO FERNANDEZ BALBUENA NUM                                                             ;11;14.0
787; 15:00;CAMINO DE VALDERRIBAS NUM                                                                           ;113;2.0
788; 13:00;PLAZA DE LA PUERTA DEL SOL NUM                                                                      ;4;2.0
789; 19:00;CALLE DE CARRANZA NUM                                                                               ;25;2.0
790; 22:00;CALLE DE CLAUDIO MOYANO NUM                                                                         ;2;2.0
791; 11:00;CAMINO DE PERALES NUM                                                                               ;20;3.0
792; 14:00;PASEO DEL FERNAN NU�EZ                                                                              ;0;2.0
793; 15:00;PASEO DE LA DIRECCION NUM                                                                           ;285;2.0
794; 11:00;CALLE DE SERRANO NUM                                                                                ;91;2.0
795; 11:00;CALLE DE FOBOS NUM                                                                                  ;17;2.0
796; 12:00;CARRETERA DE PARDO A FUENCARRAL KM.                                                                 ;3500;2.0
